  DATA CHANNELS:                                            
         ch      emin -        emax         data    +-      
        541     536.06     537.07     0.16817E-02     0.23030E-05
        542     537.07     538.08     0.16698E-02     0.22951E-05
        543     538.08     539.09     0.16458E-02     0.22784E-05
        544     539.09     540.10     0.16120E-02     0.22437E-05
        545     540.10     541.11     0.16256E-02     0.22643E-05
        546     541.11     542.11     0.16172E-02     0.22583E-05
        547     542.11     543.12     0.16196E-02     0.22603E-05
        548     543.12     544.13     0.16099E-02     0.22534E-05
        549     544.13     545.14     0.15850E-02     0.22248E-05
        550     545.14     546.15     0.15934E-02     0.22419E-05
        551     546.15     547.16     0.15993E-02     0.22461E-05
        552     547.16     548.17     0.15948E-02     0.22428E-05
        553     548.17     549.17     0.15745E-02     0.22175E-05
        554     549.17     550.18     0.15832E-02     0.22347E-05
        555     550.18     551.19     0.15787E-02     0.22316E-05
        556     551.19     552.20     0.15763E-02     0.22298E-05
        557     552.20     553.21     0.15591E-02     0.22066E-05
        558     553.21     554.22     0.15739E-02     0.22282E-05
        559     554.22     555.23     0.15822E-02     0.22339E-05
        560     555.23     556.23     0.16000E-02     0.22465E-05
        561     556.23     557.24     0.15993E-02     0.22350E-05
        562     557.24     558.25     0.16172E-02     0.22585E-05
        563     558.25     559.26     0.15932E-02     0.22416E-05
        564     559.26     560.27     0.15677E-02     0.22238E-05
        565     560.27     561.28     0.15481E-02     0.21988E-05
        566     561.28     562.29     0.15743E-02     0.22283E-05
        567     562.29     563.29     0.16043E-02     0.22496E-05
        568     563.29     564.30     0.16127E-02     0.22555E-05
        569     564.30     565.31     0.15885E-02     0.22274E-05
        570     565.31     566.32     0.15941E-02     0.22423E-05
        571     566.32     567.33     0.16062E-02     0.22510E-05
        572     567.33     568.34     0.16376E-02     0.22728E-05
        573     568.34     569.35     0.16929E-02     0.22993E-05
        574     569.35     570.35     0.17179E-02     0.23279E-05
        575     570.35     571.36     0.16429E-02     0.22765E-05
        576     571.36     572.37     0.16028E-02     0.22485E-05
        577     572.37     573.38     0.15906E-02     0.22289E-05
        578     573.38     574.39     0.16291E-02     0.22669E-05
        579     574.39     575.40     0.16536E-02     0.22838E-05
        580     575.40     576.41     0.16343E-02     0.22705E-05
        581     576.41     577.41     0.15706E-02     0.22147E-05
        582     577.41     578.42     0.15683E-02     0.22242E-05
        583     578.42     579.43     0.15669E-02     0.22233E-05
        584     579.43     580.44     0.15840E-02     0.22353E-05
        585     580.44     581.45     0.16903E-02     0.23091E-05
        586     581.45     582.46     0.19544E-02     0.24707E-05
        587     582.46     583.46     0.23213E-02     0.27059E-05
        588     583.46     584.47     0.24495E-02     0.27797E-05
        589     584.47     585.48     0.22401E-02     0.26584E-05
        590     585.48     586.49     0.17849E-02     0.23610E-05
        591     586.49     587.50     0.15807E-02     0.22329E-05
        592     587.50     588.51     0.15420E-02     0.22056E-05
        593     588.51     589.52     0.15214E-02     0.21907E-05
        594     589.52     590.52     0.14909E-02     0.21581E-05
        595     590.52     591.53     0.15072E-02     0.21804E-05
        596     591.53     592.54     0.15136E-02     0.21851E-05
        597     592.54     593.55     0.15156E-02     0.21866E-05
        598     593.55     594.56     0.15111E-02     0.21724E-05
        599     594.56     595.57     0.15925E-02     0.22413E-05
        600     595.57     596.57     0.16778E-02     0.23007E-05
        601     596.57     597.58     0.17323E-02     0.23375E-05
        602     597.58     598.59     0.17303E-02     0.23247E-05
        603     598.59     599.60     0.17538E-02     0.23522E-05
        604     599.60     600.61     0.17566E-02     0.23539E-05
        605     600.61     601.62     0.17448E-02     0.23461E-05
        606     601.62     602.63     0.17157E-02     0.23149E-05
        607     602.63     603.63     0.17299E-02     0.23360E-05
        608     603.63     604.64     0.17360E-02     0.23403E-05
        609     604.64     605.65     0.17651E-02     0.23596E-05
        610     605.65     606.66     0.18130E-02     0.23796E-05
        611     606.66     607.67     0.18539E-02     0.24184E-05
        612     607.67     608.68     0.18297E-02     0.24024E-05
        613     608.68     609.68     0.18083E-02     0.23884E-05
        614     609.68     610.69     0.17154E-02     0.23148E-05
        615     610.69     611.70     0.16740E-02     0.22979E-05
        616     611.70     612.71     0.16511E-02     0.22822E-05
        617     612.71     613.72     0.16378E-02     0.22731E-05
        618     613.72     614.73     0.16060E-02     0.22396E-05
        619     614.73     615.74     0.16234E-02     0.22631E-05
        620     615.74     616.74     0.16270E-02     0.22655E-05
        621     616.74     617.75     0.16256E-02     0.22645E-05
        622     617.75     618.76     0.15867E-02     0.22263E-05
        623     618.76     619.77     0.15832E-02     0.22348E-05
        624     619.77     620.78     0.15705E-02     0.22258E-05
        625     620.78     621.79     0.15649E-02     0.22221E-05
        626     621.79     622.79     0.15498E-02     0.22111E-05
        627     622.79     623.80     0.15336E-02     0.21887E-05
        628     623.80     624.81     0.15501E-02     0.22114E-05
        629     624.81     625.82     0.15454E-02     0.22080E-05
        630     625.82     626.83     0.15490E-02     0.22107E-05
        631     626.83     627.84     0.15391E-02     0.21926E-05
        632     627.84     628.85     0.15465E-02     0.22088E-05
        633     628.85     629.85     0.15299E-02     0.21970E-05
        634     629.85     630.86     0.15142E-02     0.21856E-05
        635     630.86     631.87     0.14922E-02     0.21589E-05
        636     631.87     632.88     0.15066E-02     0.21802E-05
        637     632.88     633.89     0.15019E-02     0.21768E-05
        638     633.89     634.90     0.15058E-02     0.21795E-05
        639     634.90     635.90     0.14977E-02     0.21630E-05
        640     635.90     636.91     0.15031E-02     0.21776E-05
        641     636.91     637.92     0.14822E-02     0.21623E-05
        642     637.92     638.93     0.14668E-02     0.21513E-05
        643     638.93     639.94     0.14433E-02     0.21232E-05
        644     639.94     640.95     0.14484E-02     0.21376E-05
        645     640.95     641.95     0.14393E-02     0.21309E-05
        646     641.95     642.96     0.14335E-02     0.21265E-05
        647     642.96     643.97     0.14303E-02     0.21138E-05
        648     643.97     644.98     0.14486E-02     0.21378E-05
        649     644.98     645.99     0.14569E-02     0.21438E-05
        650     645.99     647.00     0.14435E-02     0.21341E-05
        651     647.00     648.00     0.14124E-02     0.21004E-05
        652     648.00     649.01     0.14122E-02     0.21106E-05
        653     649.01     650.02     0.14049E-02     0.21053E-05
        654     650.02     651.03     0.13990E-02     0.21008E-05
        655     651.03     652.04     0.13839E-02     0.20792E-05
        656     652.04     653.05     0.13981E-02     0.21001E-05
        657     653.05     654.05     0.13942E-02     0.20972E-05
        658     654.05     655.06     0.14055E-02     0.21058E-05
        659     655.06     656.07     0.14245E-02     0.21095E-05
        660     656.07     657.08     0.14440E-02     0.21343E-05
        661     657.08     658.09     0.14225E-02     0.21186E-05
        662     658.09     659.10     0.13902E-02     0.20942E-05
        663     659.10     660.10     0.13765E-02     0.20838E-05
        664     660.10     661.11     0.13620E-02     0.20627E-05
        665     661.11     662.12     0.13746E-02     0.20824E-05
        666     662.12     663.13     0.13928E-02     0.20962E-05
        667     663.13     664.14     0.14273E-02     0.21221E-05
        668     664.14     665.15     0.14063E-02     0.20959E-05
        669     665.15     666.15     0.13730E-02     0.20814E-05
        670     666.15     667.16     0.13528E-02     0.20658E-05
        671     667.16     668.17     0.13600E-02     0.20713E-05
        672     668.17     669.18     0.13797E-02     0.20761E-05
        673     669.18     670.19     0.14225E-02     0.21184E-05
        674     670.19     671.20     0.14193E-02     0.21160E-05
        675     671.20     672.20     0.13880E-02     0.20927E-05
        676     672.20     673.21     0.13374E-02     0.20439E-05
        677     673.21     674.22     0.13325E-02     0.20503E-05
        678     674.22     675.23     0.13247E-02     0.20445E-05
        679     675.23     676.24     0.13248E-02     0.20445E-05
        680     676.24     677.25     0.13167E-02     0.20282E-05
        681     677.25     678.25     0.13248E-02     0.20444E-05
        682     678.25     679.26     0.13223E-02     0.20425E-05
        683     679.26     680.27     0.13226E-02     0.20428E-05
        684     680.27     681.28     0.13052E-02     0.20192E-05
        685     681.28     682.29     0.13159E-02     0.20376E-05
        686     682.29     683.30     0.13162E-02     0.20378E-05
        687     683.30     684.30     0.13207E-02     0.20413E-05
        688     684.30     685.31     0.13033E-02     0.20178E-05
        689     685.31     686.32     0.13142E-02     0.20364E-05
        690     686.32     687.33     0.13023E-02     0.20270E-05
        691     687.33     688.34     0.13092E-02     0.20324E-05
        692     688.34     689.35     0.13044E-02     0.20187E-05
        693     689.35     690.35     0.13411E-02     0.20570E-05
        694     690.35     691.36     0.13830E-02     0.20890E-05
        695     691.36     692.37     0.14462E-02     0.21361E-05
        696     692.37     693.38     0.14689E-02     0.21421E-05
        697     693.38     694.39     0.14923E-02     0.21699E-05
        698     694.39     695.40     0.14839E-02     0.21638E-05
        699     695.40     696.40     0.14732E-02     0.21560E-05
        700     696.40     697.41     0.14410E-02     0.21218E-05
        701     697.41     698.42     0.14425E-02     0.21334E-05
        702     698.42     699.43     0.14282E-02     0.21228E-05
        703     699.43     700.44     0.14331E-02     0.21265E-05
        704     700.44     701.44     0.14336E-02     0.21268E-05
        705     701.44     702.45     0.14308E-02     0.21143E-05
        706     702.45     703.46     0.14289E-02     0.21232E-05
        707     703.46     704.47     0.14142E-02     0.21124E-05
        708     704.47     705.48     0.13875E-02     0.20923E-05
