trigger_num,name,t90,flnc_band_alpha,flnc_band_beta,flnc_band_epeak,flnc_band_phtflux
1993,4B 921021,  30.464,  -1.91,  -5.09,1010,   1.47
6167,GRB 970409,  61.696,  -2.07,  -2.38,186,   1.13
8047,GRB 000321,   0.892,  -0.14,  -2.59,359,   0.77
3370,4B 950120,  38.432,  -1.58,  -2.70,131,   0.47
7989,GRB 000217-,  30.566,  -1.33,  -1.89,167,   0.68
3136,4B 940823-,  19.552,  -1.13, -11.41,82.6,   0.39
5983,GRB 970131,  13.312,  -1.01,  -1.75,106,   0.67
5721,GRB 961223,  41.408,  -0.80,  -3.24,413,   0.55
7147,GRB 981009-,  22.464,  -1.91,  -7.63,1140,   1.06
6337,GRB 970817-,  64.576,  -0.57,  -9.55,380,   0.49
7529,GRB 990424-,   7.424,  -1.00,  -2.64,151,   1.94
936,4B 911025-,   1.438,  -0.85,  -1.95,431,   0.97
6345,GRB 970824-,  16.896,  -1.91,  -4.58,1140,   0.45
5697,GRB 961126,   2.624,  -0.73,  -3.62,56.2,   4.34
1719,4B 920722,   1.047,   0.54,  -2.16,298,   0.79
7781,GRB 991001,  16.043,  -1.32,  -3.04,132,   1.90
2519,4B 930909,  90.240,  -0.97,  -2.96,132,   0.75
1711,4B 920720-,   5.952,  -0.75,  -3.88,312,   4.08
1118,4B 911124,,  -1.21,  -9.22,262,   0.37
5568,4B 960808,   5.184,  -0.56,  -2.38,553,   3.81
3909,4B 951117-,  18.304,  -2.06,  -1.96,551,   1.45
6260,GRB 970609-,,  -1.91,  -6.59,917,   0.71
3815,4B 950922-,   6.784,  -1.11,  -3.09,49.5,   2.35
2505,4B 930828,  65.056,  -1.15,  -6.55,186,   0.37
2117,4B 930104-,   0.640,   1.04,  -2.28,543,   0.18
1624,4B 920525-, 101.824,  -1.33,  -2.09,185,   0.61
2476,4B 930731-,  31.680,  -0.72,  -3.24,70.2,   2.10
1097,4B 911120-,   0.794,   0.35,  -2.34,393,   0.13
6178,GRB 970414-,   0.960,  -0.73,  -2.50,1220,   0.27
2367,4B 930602-,  18.816,  -0.79,  -3.16,146,   1.00
3658,4B 950701-,  10.560,  -0.83,  -2.31,241,   4.16
6573,GRB 980116,   0.289,  -0.34, -18.63,283,   0.25
8030,GRB 000312-,  23.872,  -1.19,  -2.68,128,   2.18
3807,4B 950919-,   5.696,  -0.44,  -3.83,264,   0.51
3485,4B 950327-, 114.464,  -0.64,  -3.44,96.4,   0.53
7598,GRB 990604-,  23.424,  -1.17,  -2.77,112,   2.13
3867,4B 951014-,   0.939,  -0.61,  -6.27,1020,   0.61
5620,GRB 961001-,   0.040,  -1.82,  -7.63,1540,   0.26
6334,GRB 970814,  36.800,  -0.96,  -7.65,312,   0.19
2676,4B 931204-,,  -0.78,  -2.82,353,   9.14
171,4B 910509,  24.768,  -1.51,  -4.59,80.7,   0.85
7318,GRB 990111-,  14.976,  -0.80, -12.98,872,   1.94
7485,GRB 990320-,  27.712,  -1.13,  -4.59,172,   0.42
2143,4B 930123,  22.272,  -0.60,  -3.83,208,   0.62
927,4B 911024,  27.968,  -1.91,  -6.91,1010,   0.66
7283,GRB 981227,   0.767,   0.96,  -2.13,263,   0.33
7367,GRB 990202-,   0.890,   0.99,  -2.43,79.2,   1.01
6082,GRB 970211-,   6.208,  -0.81,  -4.12,57.9,   2.35
6370,GRB 970907-,  40.576,  -1.30, -18.63,223,   0.19
143,4B 910503,  50.816,  -1.26, -17.97,1180,   3.43
658,4B 910809-,  20.672,  -1.91,  -7.62,1140,   1.13
5571,4B 960812,   8.064,  -0.97,  -9.59,201,   1.06
2843,4B 940222,  11.136,  -1.13, -10.99,598,   0.64
6344,GRB 970824-,  67.776,  -1.32, -20.33,130,   0.64
5471,4B 960524-,   1.758,  -0.33,  -2.39,1240,   1.54
1628,4B 920526,  36.608,  -1.43,  -2.29,101,   0.93
7293,GRB 990102-,  47.872,   0.05,  -2.35,147,   1.02
7236,GRB 981128,,  -1.09,  -2.44,242,   0.72
2043,4B 921108,   0.512,  -0.93,  -3.93,175,   0.22
6665,GRB 980329-,  18.560,  -0.94,  -2.24,230,   3.40
7952,GRB 000114-,   0.579,   0.66, -23.28,267,   0.31
3814,4B 950922-,   3.234,  -1.74,  -2.42,65.7,   0.51
3901,4B 951107-,  43.520,  -1.37, -18.63,185,   0.38
836,4B 910929,   0.320,   1.11,  -8.38,247,   0.15
6279,GRB 970627-,  32.512,  -1.35,  -3.73,55.3,   1.42
3334,4B 941229-,,  -1.22,  -2.26,217,   2.12
2916,4B 940407-,  10.144,  -1.19,  -2.40,90.5,   0.42
2728,4B 940101-,   2.029,  -0.71,  -2.66,1190,   1.63
5590,GRB 960831-,  43.904,  -1.91,  -7.63,1140,   0.74
6385,GRB 970918-,   0.896,   0.83,  -2.60,198,   0.48
2438,4B 930710,  18.400,  -2.01,  -2.46,380,   1.26
5560,4B 960803-,   0.490,   2.12,  -2.16,234,   0.21
6400,GRB 970926-,  14.080,  -1.26,  -2.53,279,   0.68
7858,GRB 991115,  79.040,  -0.95,  -2.81,85.6,   1.38
7688,GRB 990802-, 154.432,  -0.97,  -2.78,349,   1.58
2382,4B 930608-,   1.920,  -2.16,  -2.17,430,   0.61
1617,4B 920521,,  -0.84,  -0.98,233,   0.67
5446,4B 960425-,,  -1.91,  -4.58,1140,   0.40
2861,4B 940305-,   1.599,  -0.15, -29.10,107,   0.97
8019,GRB 000306-,  51.200,  -1.17,  -2.45,67.1,   0.99
6427,GRB 971012,   2.944,  -1.11,  -2.01,67.2,   0.25
5467,4B 960521-,   2.970,  -0.22,  -6.10,497,   0.99
5723,GRB 961224-,  39.936,  -0.15,  -2.37,64.9,   0.35
2156,4B 930201-, 154.432,  -1.29,  -2.18,265,   3.98
2706,4B 931223,  21.760,  -0.70,  -2.78,181,   1.04
2589,4B 931016-,  55.968,  -1.91,  -3.71,1270,   0.64
2961,4B 940504,  88.640,  -0.81,  -2.67,350,   0.29
3174,4B 940919,  20.128,  -0.44,  -2.58,97.5,   0.38
2696,4B 931218,  45.568,  -1.35,  -3.32,92.3,   1.29
2315,4B 930424,  19.328,  -0.99,  -3.38,169,   1.44
1989,4B 921015, 272.448,  -1.85,  -1.77,395,   1.59
6479,GRB 971115-,,  -1.17, -18.63,525,   0.36
7111,GRB 980922-,,  -1.53,  -1.48,897,   0.91
6142,GRB 970328-,,  -0.33,  -3.15,49.4,   2.06
5644,GRB 961026-,  16.064,  -0.96,  -2.66,349,   1.53
5417,4B 960409-,  16.064,  -0.95,  -2.14,170,   2.12
5573,4B 960813-,   7.808,  -0.61,  -2.07,164,   0.40
1580,4B 920503-,  38.848,  -1.15,  -2.41,357,   0.52
6212,GRB 970427-,,  -1.91,  -4.23,1140,   0.91
6152,GRB 970402-,  34.240,  -1.28,  -5.27,276,   0.41
5469,4B 960523-,   1.504,   0.27, -14.63,268,   0.53
6280,GRB 970627-,  72.384,  -1.32,  -2.13,150,   1.07
7343,GRB 990123-,  63.360,  -0.87,  -2.90,617,   7.33
6640,GRB 980313-,,  -1.47,  -1.45,323,   0.38
7219,GRB 981121,  53.952,  -0.93, -12.34,206,   0.99
5416,4B 960409-,  23.232,  -1.01,  -2.34,118,   1.04
7903,GRB 991213,  24.256,  -1.52,  -1.88,230,   1.08
2487,4B 930811,   0.336,   1.64,  -2.18,245,   0.31
3594,4B 950523-,  67.296,  -2.10,  -2.45,523,   1.02
5551,4B 960723,  60.384,  -1.85,  -8.23,57.7,   0.83
7705,GRB 990809,  15.744,  -0.32,  -2.00,80.6,   0.50
3131,4B 940821-,  48.352,  -1.01,  -5.78,46.2,   1.32
1469,4B 920308-,,  -0.97,  -2.47,97.5,   0.59
3016,4B 940605,  10.304,  -1.11,  -2.74,221,   0.45
6266,GRB 970612-,  37.568,  -0.79,  -4.33,337,   1.78
1244,4B 911228,  57.280,  -1.91,  -6.21,1310,   0.72
7250,GRB 981205, 106.560,  -0.80,  -2.54,96.3,   1.10
711,4B 910822,   2.432,  -2.25,  -3.82,106,   4.32
3489,4B 950401-,  33.056,  -0.96,  -2.57,288,   1.97
3041,4B 940623-,,  -1.68,  -2.85,126,   0.71
6240,GRB 970523-,,  -1.34,  -2.06,350,   0.45
235,4B 910528,  26.432,  -1.40,  -1.85,749,   0.42
5500,4B 960616-,   0.136,   0.66, -23.28,282,   0.47
7822,GRB 991025,  26.304,  -1.01,  -2.67,111,   1.45
7142,GRB 981005,   0.969,   0.53, -23.28,374,   1.38
3155,4B 940904,   4.928,  -1.54, -18.63,343,   1.31
1613,4B 920519-,,  -0.90,  -1.41,103,   0.27
2528,4B 930913-,  61.920,  -2.17,  -2.58,746,   0.53
6886,GRB 980629,,  -1.15, -14.90,980,   0.62
148,4B 910505, 454.016,  -1.74,  -1.58,1010,   0.53
7942,GRB 000110,  34.048,  -1.18,  -3.42,94.5,   0.58
840,4B 910930-,  76.544,  -0.66,  -7.62,582,   0.60
3924,4B 951127,  10.464,  -2.13,  -1.56,678,   0.73
7642,GRB 990709-, 103.808,  -0.65,  -2.48,73.5,   0.74
6215,GRB 970430,   0.640,   0.05,  -2.09,543,   0.44
3218,4B 941005-,   0.096,   3.46,  -1.29,282,   0.15
3303,4B 941127,,  -1.27,  -2.96,140,   1.63
6336,GRB 970816,   6.528,  -1.21, -14.19,1620,   5.30
2732,4B 940102,  24.864,  -1.03,  -3.26,183,   1.11
6786,GRB 980527-,   1.041,  -0.11,  -2.45,165,   0.44
676,4B 910814-,  77.824,  -0.82,  -2.24,350,   1.10
2551,4B 931001,  63.392,  -0.59, -18.63,320,   0.37
5619,GRB 960929-,   0.167,  -0.75,  -4.88,766,   0.43
1578,4B 920502-,  20.544,  -0.83,  -2.68,197,   2.17
3113,4B 940808,   0.976,  -0.65,  -1.64,510,   1.25
6388,GRB 970919-,  20.864,  -0.90,  -2.69,180,   0.68
6577,GRB 980124-,  22.784,  -1.07,  -2.58,153,   0.57
3120,4B 940812-,  18.848,  -1.19,  -2.22,103,   0.69
2080,4B 921206-,  53.760,  -1.11,  -2.80,247,   1.72
7448,GRB 990305-,,  -1.42, -18.63,257,   0.59
7791,GRB 991006-,,  -1.95,  -3.07,4970,   0.62
2477,4B 930801,  15.872,   0.11, -23.88,161,   0.82
7775,GRB 990925-,   3.287,  -1.60,  -6.62,1910,   0.77
7753,GRB 990905,   2.512,  -0.11,  -3.21,286,   0.94
6589,GRB 980206,  49.152,  -1.57, -23.28,103,   0.50
3772,4B 950901-,,  -0.70,  -1.80,131,   0.53
2412,4B 930623,   1.407,  -1.91,  -7.63,1140,   0.55
7800,GRB 991012,   0.124,  -1.42,  -1.34,433,   0.42
3819,4B 950926,  54.976,  -1.06, -26.61,117,   0.77
1461,4B 920303-,   0.461,  -1.09,  -1.18,612,   0.23
3891,4B 951102-,  41.472,  -1.07,  -2.37,212,   1.70
3811,4B 950921-,   5.440,  -1.35,  -2.79,38.7,   3.73
1663,4B 920622-,  35.968,  -1.08,  -2.62,564,   4.22
2451,4B 930720-,  35.008,  -0.45,  -2.64,110,   0.54
3017,4B 940606,  75.552,  -1.19,  -2.68,169,   0.61
6408,GRB 971002-,   7.104,  -0.19,  -2.28,271,   0.34
2276,4B 930331-, 119.136,  -1.61,  -1.54,1550,   0.97
3416,4B 950211-,  37.408,  -1.41,  -8.86,180,   0.45
1310,4B 920122,,  -0.86,  -2.49,58.8,   0.33
2037,4B 921101,   6.272,  -0.86,  -2.67,616,   2.15
2093,4B 921211,  58.112,  -1.57,  -2.21,77.9,   0.57
3776,4B 950904-,  11.072,  -1.28,  -3.81,155,   2.00
1934,4B 920917,   9.408,  -1.91,  -7.05,1910,   1.62
6622,GRB 980301-, 389.376,  -1.11,  -5.07,192,   0.46
3168,4B 940915,  18.080,  -0.93,  -2.95,139,   0.44
3494,4B 950405-,   1.408,  -1.76,  -5.94,1630,   0.60
8004,GRB 000229,  32.512,  -1.51, -18.63,322,   0.99
7604,GRB 990611-,  43.200,  -0.87,  -4.31,127,   0.43
7209,GRB 981111-,  46.272,  -0.81,  -2.93,157,   0.82
8049,GRB 000323,  72.448,  -1.35, -23.28,154,   1.33
4312,4B 960111,   9.024,  -1.51,  -2.80,66.1,   1.46
5523,4B 960628,  17.888,  -1.50,  -3.86,150,   1.79
3323,4B 941218,   0.448,   0.34,  -2.19,372,   0.43
1385,4B 920210-,  51.776,  -0.76,  -2.70,489,   1.71
1425,4B 920221,  10.432,  -1.44,  -2.65,145,   3.04
727,4B 910826,,  -0.86,  -2.49,172,   0.89
3238,4B 941012,  20.928,  -0.79,  -2.35,78.4,   0.64
3864,4B 951013,  51.200,  -0.57,  -6.69,697,   0.29
254,4B 910602-,   0.384,  -0.18,  -4.88,653,   0.44
7183,GRB 981030,   7.744,  -1.63,  -5.84,39.9,   0.86
1404,4B 920216-,   1.408,  -1.65,  -1.47,977,   0.31
2288,4B 930405-,   0.448,  -0.15,  -6.10,327,   0.20
5540,4B 960715-,  76.768,  -1.32,  -3.20,85.2,   0.61
3089,4B 940717-,,  -1.10,  -3.28,140,   1.43
5477,4B 960529,  17.088,  -1.36,  -5.71,3950,   0.98
6831,GRB 980617-,  20.096,  -1.74,  -3.80,20.3,   0.73
7172,GRB 981022-,  27.648,  -1.66, -17.04,409,   1.24
6317,GRB 970725-,   7.744,  -0.43,  -2.26,72.1,   0.47
2509,4B 930902-,,  -1.19, -14.90,1060,   2.44
3905,4B 951112-,  24.256,  -0.46,  -2.03,147,   1.67
7513,GRB 990407,,  -0.32, -23.28,145,   0.98
204,4B 910517-,  62.656,  -0.28,  -2.40,474,   0.40
7632,GRB 990705-,   1.897,   0.00,  -3.39,116,   0.40
5545,4B 960720,  12.544,  -0.73,  -3.76,362,   1.00
7587,GRB 990527-,  18.944,  -1.66, -18.63,362,   0.34
6931,GRB 980718-,   0.240,  -0.98,  -1.81,886,   0.50
2188,4B 930213-,  74.368,  -1.24,  -2.86,103,   0.60
3779,4B 950907,  11.328,  -1.80,  -2.63,87.3,   0.92
6393,GRB 970923,,  -0.42,  -2.91,94.6,   0.34
3431,4B 950216,   0.496,   0.06, -20.27,58.7,   0.45
6586,GRB 980203-,   0.685,  -1.91,  -7.63,1420,   0.35
6448,GRB 971024-, 149.248,  -0.34,  -2.62,95.5,   0.32
1122,4B 911127-,  18.752,  -0.97,  -2.50,155,   2.58
1743,4B 920804-,  21.824,  -1.73,  -1.62,1480,   0.56
5594,GRB 960907-,  12.800,  -0.57,  -5.40,159,   0.64
6105,GRB 970227-,   0.207,  -1.91,  -7.45,1910,   0.41
7379,GRB 990210-,  66.944,  -0.88,  -2.44,164,   0.62
7159,GRB 981016,  13.056,   0.19,  -3.56,1610,   0.21
3926,4B 951128-,   9.952,  -1.78,  -1.73,2220,   0.32
2061,4B 921118, 174.656,  -0.57,  -2.16,228,   0.85
6472,GRB 971110, 195.200,  -0.98,  -2.26,295,   2.25
3480,4B 950325-,   9.150,  -0.98,  -2.69,403,   1.34
6338,GRB 970817-,   0.768,  -0.83,  -1.65,153,   0.24
6544,GRB 971223,  32.960,  -1.10,  -1.86,203,   0.71
1447,4B 920227-,  22.720,  -0.47,  -3.53,246,   0.92
2986,4B 940521-,   4.032,  -0.89,  -6.24,116,   0.56
1439,4B 920226-,   8.320,  -1.22,  -2.41,74.6,   0.43
8036,GRB 000314, 110.848,  -1.29, -21.22,102,   0.58
1742,4B 920804-,  52.160,  -1.65,  -6.94,84.2,   0.73
3840,4B 951001,   4.169,  -0.41,  -4.32,129,   0.41
5581,4B 960819,  28.768,  -1.91,  -5.52,1270,   0.91
6237,GRB 970521,   0.640,  -1.60,  -9.54,358,   0.49
5497,4B 960615-, 118.304,  -2.12,  -2.36,747,   0.46
6131,GRB 970321,  10.048,  -1.21,  -5.97,1300,   0.34
2939,4B 940419-,  47.168,  -1.51,  -4.27,146,   1.05
2918,4B 940410-,   0.448,  -0.24,  -2.63,442,   0.54
6446,GRB 971023-, 100.672,  -1.35, -21.89,90.4,   0.48
6560,GRB 980105,  36.800,  -0.79,  -2.61,167,   1.99
3918,4B 951124-, 110.464,  -0.77,  -1.73,167,   0.94
7387,GRB 990213-,  63.232,  -0.49,  -2.98,119,   0.50
2228,4B 930309-,  90.112,  -1.02,  -2.21,148,   1.46
3141,4B 940828,   2.290,  -1.45,  -2.27,114,   0.77
5541,4B 960715-,  26.432,  -1.11,  -2.47,137,   0.92
2358,4B 930529,   1.280,  -1.14, -18.63,692,   0.33
3910,4B 951117-,   0.088,   0.08,  -6.04,117,   0.22
3412,4B 950211-,   0.068,  -0.65,  -2.95,533,   3.20
5487,4B 960605-,  12.128,  -2.09,  -3.44,400,   0.74
2523,4B 930911,   0.680,  -0.52,  -2.53,458,   0.35
432,4B 910625,   0.034,  -1.22, -18.63,375,   0.21
1416,4B 920218-,   3.456,  -1.31,  -3.37,88.3,   0.88
7581,GRB 990523-,   2.347,  -0.48, -18.63,597,   0.46
5505,4B 960618,,  -0.73,  -2.34,242,   0.37
1566,4B 920423-,   0.074,  -1.67,  -1.52,540,   0.23
2893,4B 940327,  10.336,  -2.19,  -2.24,754,   0.76
6414,GRB 971006,  48.064,  -1.59, -18.63,362,   0.86
6658,GRB 980325-,   8.064,  -1.43, -18.63,229,   0.63
2830,4B 940217-,   3.264,  -1.51,  -5.37,14.8,   0.63
2992,4B 940526-,  16.832,  -1.31, -14.90,1200,   0.27
1924,4B 920913,  26.560,  -1.56, -18.63,331,   0.61
3805,4B 950918,  30.080,  -1.02,  -3.27,171,   0.46
1701,4B 920715,   3.392,  -1.91,  -7.63,1910,   0.68
5474,4B 960525,  18.432,  -1.91,  -5.17,931,   1.28
540,4B 910715,  32.000,  -2.34,  -2.35,405,   0.92
8110,GRB 000518,  10.304,  -0.38,  -3.20,411,   1.00
8086,GRB 000424-,  18.432,  -1.11,  -1.76,200,   1.23
257,4B 910602-,  80.832,  -1.53,  -1.53,573,   0.72
2760,4B 940115,   4.672,  -0.10, -12.51,59.4,   1.53
3792,4B 950911-,  22.048,  -1.91,  -5.61,1400,   0.62
4556,4B 960124-,  13.088,  -1.11,  -2.38,246,   3.49
3408,4B 950208,  58.560,  -0.92,  -2.25,238,   2.43
6853,GRB 980619,   7.104,  -1.35,  -6.32,127,   1.06
6546,GRB 971227,   6.784,  -0.52,  -4.95,76.5,   1.66
8008,GRB 000302-,  22.656,  -1.06, -18.13,705,   1.83
5770,GRB 970110,   0.727,  -0.46,  -2.35,76.6,   0.24
3514,4B 950419,  88.864,  -1.69,  -2.27,147,   0.64
830,4B 910928-,   0.131,  -0.49, -18.63,533,   0.43
6396,GRB 970925-,  52.672,  -1.54,  -2.50,267,   0.37
6816,GRB 980611-,  35.136,  -1.06,  -2.27,108,   2.03
7840,GRB 991104,  43.776,  -0.48,  -2.50,147,   1.13
7403,GRB 990220,  65.856,  -0.89,  -2.75,150,   0.77
2087,4B 921208,  10.112,  -1.40, -14.06,462,   0.78
5466,4B 960521-,  16.288,  -1.59,  -2.74,40.8,   1.10
6188,GRB 970417-,   7.936,  -1.91,  -5.37,939,   0.40
2537,4B 930922-,   4.800,  -1.36,  -2.82,98.3,   6.46
2628,4B 931112,   5.888,  -0.32,  -3.74,158,   3.22
7567,GRB 990516-,   6.528,  -1.37, -27.71,48.9,   1.32
593,4B 910730-,,  -1.61,  -2.68,35.9,   0.56
2910,4B 940404,   0.320,  -0.35,  -3.79,745,   0.20
5491,4B 960608-,   0.144,  -0.78,  -4.76,161,   0.36
5447,4B 960425-,  55.904,  -2.22,  -2.61,97.8,   1.68
3256,4B 941023-,  96.576,  -0.83,  -7.07,99,   0.62
3492,4B 950403-,,  -1.30,  -2.58,516,  12.16
6605,GRB 980218-,  16.704,  -1.10,  -2.58,106,   2.03
3488,4B 950401-,  60.224,  -1.22,  -5.87,179,   1.71
4327,4B 960112,   0.128,  -0.47, -18.63,436,   0.49
5610,GRB 960923-,  95.360,  -1.91,  -7.63,1140,   0.41
6800,GRB 980530-,   0.206,  -0.92,  -2.07,178,   0.69
3493,4B 950405-,  83.008,  -0.49, -18.63,524,   0.40
2203,4B 930219-,  15.104,  -1.57,  -8.74,168,   0.72
7640,GRB 990708-,,  -1.27, -24.71,63.1,   1.48
2900,4B 940331-,  18.144,  -1.02,  -2.68,749,   0.27
7886,GRB 991129-,  37.696,  -0.29,  -2.80,100,   0.85
5605,GRB 960916,   7.296,  -0.32, -23.66,46.8,   0.55
6366,GRB 970906,,  -1.96,  -1.95,779,   0.69
3733,4B 950803,  12.640,  -0.27,  -2.33,92.5,   0.46
7167,GRB 981021-,  51.712,  -1.66, -17.46,204,   0.41
3737,4B 950805-,   0.320,  -1.20,  -2.03,476,   0.40
1503,4B 920320-,,  -0.19,  -2.49,81.4,   2.20
6904,GRB 980706-,  25.856,  -1.01,  -5.83,3470,   1.33
3125,4B 940814,  23.296,  -1.09,  -2.80,94.5,   0.84
6884,GRB 980628,  28.608,  -1.06,  -2.47,69.1,   1.04
6963,GRB 980803,  19.840,  -0.72,  -3.11,215,   5.35
2609,4B 931030-,,  -0.42,  -3.61,127,   2.05
179,4B 910511,   7.232,  -1.58, -18.45,109,   1.50
3364,4B 950118-,  39.648,  -0.05,  -2.06,90.5,   0.65
2458,4B 930724-,   4.976,  -1.14,  -2.56,29.1,   2.21
3011,4B 940602-,  49.664,  -0.55, -18.63,335,   0.51
6763,GRB 980518-,  33.920,  -1.27,  -2.07,133,   0.95
6305,GRB 970713-,  25.792,  -1.44, -18.63,378,   0.52
7963,GRB 000122,  13.184,  -1.06,  -1.60,804,   0.42
6304,GRB 970713-,  33.472,  -0.49,  -8.98,179,   0.45
2857,4B 940303,  24.544,  -0.35,  -3.51,387,   0.35
6540,GRB 971220-,   0.032,   1.73,  -2.01,158,   0.17
2898,4B 940330-,  14.976,  -2.06,  -1.97,306,   0.73
3003,4B 940529-,  37.632,  -1.33, -20.48,970,   1.09
5621,GRB 961001-,   9.536,  -0.98,  -2.20,228,   6.81
6666,GRB 980329-,  11.008,  -0.97,  -2.55,95.3,   0.85
3273,4B 941101,,  -1.34, -23.94,104,   0.71
6209,GRB 970426,,  -1.91,  -5.73,978,   0.47
1791,4B 920811-,   1.235,  -0.01,  -7.55,93,   0.44
6390,GRB 970919-,  48.192,  -1.29,  -1.36,3550,   0.54
2265,4B 930324,   0.456,   0.24, -23.28,260,   0.37
1463,4B 920305-,   0.192,  -1.93,  -9.54,205,   0.76
4256,4B 960107,,  -1.91,  -6.50,724,   0.41
548,4B 910718-,  36.224,  -0.79,  -3.49,173,   1.21
8061,GRB 000331-,  26.944,  -0.98,  -2.06,671,   0.36
2755,4B 940112-,   0.144,  -0.79,  -6.10,578,   0.19
2133,4B 930114-,   3.904,  -1.12,  -8.20,119,   0.69
7375,GRB 990206-,   0.311,   0.07,  -2.16,300,   0.86
4039,4B 951219,  58.816,  -1.09,  -1.69,960,   1.58
7995,GRB 000222,   0.608,  -0.54,  -9.54,637,   0.44
2750,4B 940110-,  11.136,  -1.66,  -2.31,87.7,   0.66
6124,GRB 970315-,  16.832,  -0.91,  -2.63,393,   5.44
1382,4B 920209-,   7.808,  -1.49,  -1.99,117,   0.29
2428,4B 930704-, 144.928,  -1.03,  -2.08,245,   1.01
5890,GRB 970120,   5.760,  -1.99,  -1.71,511,   0.78
6989,GRB 980814,  78.208,  -1.16, -21.98,103,   0.68
3528,4B 950430-, 151.456,  -0.48,  -4.68,68.1,   0.29
7287,GRB 981229,   1.606,  -0.60,  -2.36,884,   0.46
6535,GRB 971218-,   1.664,  -1.19, -13.67,1590,   3.80
6655,GRB 980322,  63.360,  -1.68,  -6.15,1070,   0.55
7230,GRB 981125-,  45.248,  -0.73,  -2.13,233,   0.78
5463,4B 960516-,  65.568,  -1.13,  -2.32,225,   0.55
2079,4B 921206-,  21.888,  -1.03,  -2.49,206,   0.47
8012,GRB 000303,  17.664,  -1.13,  -5.06,85.1,   0.79
6676,GRB 980402,  12.736,  -0.36,  -2.15,147,   0.85
6267,GRB 970612-,  12.864,  -1.08, -14.90,195,   0.61
6272,GRB 970614-, 122.944,  -1.27,  -6.41,54.5,   1.32
6527,GRB 971209,   1.856,  -0.82,  -2.69,54.7,   4.19
6547,GRB 971228,   0.097,  -1.14,  -2.25,77.7,   0.16
6251,GRB 970603-,   3.008,  -1.13,  -2.07,360,   1.21
7749,GRB 990902,  19.200,  -1.72,  -2.36,24.7,   0.46
5502,4B 960616-,   0.064,  -1.00,  -0.76,681,   0.30
2611,4B 931031,  12.212,  -1.34, -14.90,741,   3.12
867,4B 911004,   2.614,  -0.80, -17.59,848,   1.25
1559,4B 920419-,  32.384,  -0.73,  -2.42,194,   0.54
2719,4B 931230,  34.880,  -1.49, -18.63,285,   0.46
2925,4B 940413-,  17.152,  -0.90,  -2.20,94.4,   0.64
2019,4B 921029-,  21.696,  -0.72,  -2.19,142,   1.24
2317,4B 930425-,   0.896,  -0.43,  -2.56,97.8,   2.24
1298,4B 920114,   3.904,  -0.67,  -3.59,83.4,   0.24
3665,4B 950714,   0.076,  -0.22, -18.86,962,   0.42
2583,4B 931013-,   0.256,  -0.25,  -1.52,280,   1.04
3915,4B 951120-,   0.200,  -0.73, -18.63,569,   0.25
2855,4B 940301,  42.496,  -0.60,  -2.16,343,   1.51
3505,4B 950413,  17.440,  -1.82,  -3.45,22.8,   1.00
7970,GRB 000126-,   0.387,  -0.95,  -6.10,184,   0.52
2029,4B 921030-,   1.152,  -0.39,  -3.01,598,   0.44
660,4B 910809-,  20.160,  -1.34,  -4.16,497,   1.04
5483,4B 960601-,   2.560,  -1.74,  -3.86,31.7,   1.08
2201,4B 930219-,   0.380,  -0.44,  -1.95,379,   0.26
2617,4B 931103-,,  -0.63,  -2.78,361,   3.54
1468,4B 920308-,  51.136,   0.15,  -1.34,114,   0.55
2533,4B 930916-,  74.304,  -0.96,  -2.34,420,   3.23
3904,4B 951112-,   0.036,  -1.31,  -3.09,33.1,   0.30
7207,GRB 981111-,  24.192,  -1.25,  -8.59,163,   1.08
5585,4B 960824, 229.888,  -1.40,  -2.38,127,   0.69
7552,GRB 990507-,  63.296,  -1.97,  -1.80,93.9,   0.73
7992,GRB 000220,   2.447,  -0.45, -29.10,84.5,   0.98
401,4B 910620-,   5.056,  -0.86,  -8.75,147,   0.33
7440,GRB 990302,   0.576,  -0.58,  -1.94,177,   0.44
1096,4B 911120-,   0.320,  -0.34, -14.90,259,   0.27
1830,4B 920816, 155.072,  -1.08,  -2.25,205,   0.46
6533,GRB 971214,  31.232,  -0.64,  -2.50,171,   1.10
2679,4B 931205-,   0.256,  -0.50,  -9.78,1460,   3.06
3276,4B 941109,  20.192,   0.14,  -2.77,126,   0.43
6330,GRB 970809-,  14.528,  -1.66, -18.63,486,   0.34
1443,4B 920227-,   2.496,  -0.05,  -2.63,159,   2.43
1678,4B 920628-,   4.288,  -1.81,  -7.06,21.5,   0.77
5650,GRB 961030,   1.100,   0.44, -18.63,450,   0.47
8069,GRB 000408-,   4.779,  -1.25,  -2.76,231,  10.60
5415,4B 960409-,  25.856,  -0.99,  -8.75,134,   1.06
1956,4B 920925-,  14.016,  -1.42,  -2.64,129,   1.69
2964,4B 940506,   0.200,  -0.29, -12.69,215,   0.18
1088,4B 911119-,   0.192,  -0.53,  -3.42,590,   0.58
6599,GRB 980213-,,  -0.31,  -1.78,185,   0.45
5563,4B 960804-,   4.890,  -1.19,  -2.56,173,   3.12
7494,GRB 990329,   5.952,  -0.87,  -2.63,104,   1.57
6120,GRB 970313,   0.640,   0.05,  -1.55,114,   0.33
6227,GRB 970510-,   5.760,  -1.22, -11.92,309,   0.40
7729,GRB 990822-,  67.520,   0.18,  -2.67,130,   0.35
2160,4B 930203-, 123.136,  -1.42,  -2.87,120,   0.59
